region_id,centroid_x,centroid_y,Coal Deposits,Evaporites Deposits,Glacial Deposits,Elevation,Sqrt Elevation,Dist to Shore,Sqrt Dist,Sin Angle Shore,Cos Angle Shore
236,28.52,87.31,1.0,0.0,0.0,2100.00,45.83,838.80,28.96,0.09,-1.00
237,37.87,87.31,0.0,1.0,0.0,2100.00,45.83,1877.17,43.33,0.04,-1.00
238,41.25,87.31,0.0,1.0,0.0,1171.89,34.23,2253.02,47.47,0.03,-1.00
239,17.19,89.82,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.75,-0.66
240,22.74,89.82,1.0,0.0,0.0,200.00,14.14,193.85,13.92,0.09,-1.00
241,22.74,92.33,1.0,0.0,0.0,658.31,25.66,308.71,17.57,-0.79,-0.62
242,28.52,94.84,1.0,0.0,0.0,2100.00,45.83,947.27,30.78,0.02,-1.00
243,41.25,94.84,0.0,1.0,0.0,898.44,29.97,2145.77,46.32,1.00,0.03
244,11.81,97.35,0.0,1.0,0.0,0.00,0.00,0.00,0.00,-0.99,-0.12
245,19.94,97.35,1.0,0.0,0.0,200.00,14.14,176.25,13.28,-0.81,-0.59
246,25.59,97.35,1.0,0.0,0.0,2100.00,45.83,666.94,25.83,-0.37,-0.93
247,28.52,97.35,1.0,0.0,0.0,2100.00,45.83,976.68,31.25,-0.25,-0.97
248,6.53,99.86,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.92,-0.39
249,9.16,99.86,1.0,0.0,0.0,92.00,9.59,96.56,9.83,-0.98,-0.18
250,11.81,99.86,1.0,0.0,0.0,200.00,14.14,204.06,14.29,-0.99,0.11
251,14.48,99.86,1.0,0.0,0.0,200.00,14.14,208.02,14.42,-0.97,-0.25
252,22.74,99.86,1.0,0.0,0.0,1687.66,41.08,526.90,22.95,1.00,0.07
253,28.52,99.86,1.0,0.0,0.0,2100.00,45.83,800.33,28.29,0.66,-0.75
254,31.53,99.86,1.0,0.0,0.0,1765.72,42.02,1075.13,32.79,0.49,-0.87
255,37.87,99.86,0.0,1.0,0.0,1000.02,31.62,1724.53,41.53,0.31,-0.95
256,41.25,99.86,0.0,1.0,0.0,600.00,24.49,1726.17,41.55,1.00,-0.03
257,3.91,102.37,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.50,-0.87
258,6.53,102.37,1.0,0.0,0.0,200.00,14.14,162.87,12.76,-0.93,-0.36
259,9.16,102.37,1.0,0.0,0.0,200.00,14.14,116.15,10.78,0.59,0.81
260,22.74,102.37,1.0,0.0,0.0,276.75,16.64,270.54,16.45,0.99,0.12
261,25.59,102.37,1.0,0.0,0.0,1715.06,41.41,392.18,19.80,0.69,-0.73
262,28.52,102.37,1.0,0.0,0.0,2100.00,45.83,667.43,25.83,0.40,-0.92
263,37.87,102.37,0.0,1.0,0.0,958.10,30.95,1537.84,39.22,0.98,0.18
264,41.25,102.37,0.0,1.0,0.0,600.00,24.49,1516.59,38.94,1.00,-0.06
265,-1.30,104.88,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.44,-0.90
266,1.30,104.88,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.16,-0.99
267,6.53,104.88,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.21,0.98
268,9.16,104.88,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.13,-0.99
269,22.74,104.88,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.95,-0.31
270,25.59,104.88,1.0,0.0,0.0,1011.11,31.80,288.42,16.98,0.04,-1.00
271,6.53,107.39,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.60,0.80
272,14.48,107.39,1.0,0.0,0.0,200.00,14.14,170.18,13.05,-0.25,-0.97
273,19.94,107.39,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.82,0.58
274,22.74,107.39,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.27,-0.96
275,25.59,107.39,1.0,0.0,0.0,213.48,14.61,290.95,17.06,-0.14,-0.99
276,28.52,107.39,1.0,0.0,0.0,1151.90,33.94,614.83,24.80,-0.07,-1.00
277,31.53,107.39,1.0,0.0,0.0,1585.94,39.82,949.06,30.81,-0.04,-1.00
278,57.32,107.39,1.0,0.0,0.0,200.00,14.14,1933.76,43.97,0.87,0.49
279,-3.91,109.90,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-1.00,0.04
280,11.81,109.90,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.64,-0.77
281,22.74,109.90,1.0,0.0,0.0,0.00,0.00,97.27,9.86,-0.95,0.31
282,25.59,109.90,1.0,0.0,0.0,200.00,14.14,302.43,17.39,-0.31,-0.95
283,57.32,109.90,1.0,0.0,0.0,200.00,14.14,1800.88,42.44,0.90,0.44
284,-34.64,112.41,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.96,0.28
285,-3.91,112.41,1.0,0.0,0.0,200.00,14.14,129.58,11.38,-0.35,-0.93
286,3.91,112.41,1.0,0.0,0.0,200.00,14.14,137.41,11.72,0.47,0.88
287,6.53,112.41,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.26,0.97
288,-1.30,114.92,1.0,0.0,0.0,200.00,14.14,124.16,11.14,0.96,0.27
289,3.91,114.92,1.0,0.0,0.0,357.74,18.91,245.39,15.66,-0.87,0.49
290,6.53,114.92,1.0,0.0,0.0,200.00,14.14,114.90,10.72,-0.89,0.46
291,28.52,114.92,1.0,0.0,0.0,200.00,14.14,299.45,17.30,0.36,-0.93
292,-1.30,117.43,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.53,0.85
293,1.30,117.43,1.0,0.0,0.0,200.00,14.14,71.26,8.44,0.88,-0.47
294,3.91,117.43,1.0,0.0,0.0,200.00,14.14,119.10,10.91,0.53,-0.85
295,6.53,117.43,1.0,0.0,0.0,200.00,14.14,81.62,9.03,0.76,0.65
296,28.52,117.43,1.0,0.0,0.0,200.00,14.14,163.74,12.80,0.94,-0.35
297,34.64,117.43,1.0,0.0,0.0,200.00,14.14,414.99,20.37,0.76,0.65
298,41.25,117.43,1.0,0.0,0.0,200.00,14.14,331.55,18.21,0.92,-0.40
299,-31.53,119.94,1.0,0.0,0.0,200.00,14.14,608.08,24.66,0.76,-0.65
300,6.53,119.94,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.04,-1.00
301,17.19,119.94,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.02,1.00
302,28.52,119.94,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.86,-0.51
303,34.64,119.94,1.0,0.0,0.0,200.00,14.14,201.64,14.20,0.94,-0.34
304,-1.30,122.45,1.0,0.0,0.0,0.00,0.00,92.58,9.62,-0.55,-0.84
305,9.16,122.45,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.90,0.43
306,28.52,122.45,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.45,-0.89
307,37.87,122.45,1.0,0.0,0.0,0.00,0.00,0.00,0.00,1.00,-0.08
308,57.32,124.96,1.0,0.0,0.0,200.00,14.14,928.49,30.47,1.00,-0.05
309,37.87,127.47,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.17,-0.99
310,41.25,127.47,1.0,0.0,0.0,18.23,4.27,93.77,9.68,0.46,0.89
311,44.82,127.47,1.0,0.0,0.0,370.31,19.24,100.47,10.02,0.42,-0.91
